categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;20/03/2021;04:54:21;15;VILLA CRESPO;SERRANO;695.0;-34.5949437218883;-58.440105481828;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;20/03/2021;01:10:31;11;VILLA DEVOTO;BAZURCO;3365.0;-34.5844307258719;-58.5132464047107;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;20/03/2021;00:43:13;15;VILLA ORTUZAR;ESTOMBA;851.0;-34.5834135767132;-58.4647886658063;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;20/03/2021;11:23:48;5;BOEDO;PAVON AV.;3815.0;-34.6303341859351;-58.4180608806696;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;20/03/2021;22:47:44;14;PALERMO;GORRITI;5033.0;-34.5891258744449;-58.4315216451141;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;20/03/2021;10:33:39;7;FLORES;LAUTARO;64.0;-34.6279840225566;-58.4573466734473;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;20/03/2021;15:08:25;5;ALMAGRO;BULNES;910.0;-34.6008143564747;-58.4178425823113;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;20/03/2021;20:00:17;5;ALMAGRO;HUMAHUACA;4310.0;-34.6014647910061;-58.4256924065843;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;20/03/2021;21:37:13;3;SAN CRISTOBAL;URQUIZA, GRAL.;1176.0;-34.6242357727114;-58.4088738826701;App BA 147;Femenino;Cerrado;22/03/2021;10:58:42
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;21/03/2021;10:18:12;6;CABALLITO;RAMOS MEJIA;931.0;-34.6050169864642;-58.4328004514855;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;21/03/2021;02:49:54;14;PALERMO;GORRITI;5033.0;-34.5891258744449;-58.4315216451141;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;21/03/2021;19:53:30;5;ALMAGRO;YATAY;777.0;-34.6029697614068;-58.4286081730792;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;21/03/2021;00:44:35;14;PALERMO;URIARTE;1436.0;-34.5884686188895;-58.4337020885091;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;21/03/2021;09:58:29;6;CABALLITO;MORENO, JOSE MARIA AV.;734.0;-34.627207904578;-58.4339267328268;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;21/03/2021;08:03:26;1;RETIRO;TALCAHUANO;990.0;-34.5971732271816;-58.385669742333;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;21/03/2021;15:08:46;14;PALERMO;GORRITI;5099.0;-34.5888327454306;-58.4319779618197;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;21/03/2021;21:49:17;14;PALERMO;BONPLAND;1515.0;-34.5848290238008;-58.4389542887041;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;21/03/2021;23:23:14;5;ALMAGRO;HUMAHUACA;4310.0;-34.6014647910061;-58.4256924065843;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;21/03/2021;20:29:29;14;PALERMO;BONPLAND;1521.0;-34.5847401555919;-58.4388524572645;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;21/03/2021;22:06:13;2;RECOLETA;AUSTRIA;2566.0;-34.5845993982958;-58.3994458565572;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;21/03/2021;09:45:19;1;RETIRO;TALCAHUANO;990.0;-34.5971732271816;-58.385669742333;App BA 147;Femenino;Cerrado;05/04/2021;11:59:48
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;21/03/2021;20:52:30;12;SAAVEDRA;VEDIA;4891.0;-34.5510032823166;-58.4990644215698;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;21/03/2021;17:07:29;15;CHACARITA;CORDOBA AV.;6060.0;-34.5841299654869;-58.4459147486568;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;21/03/2021;09:09:09;1;RETIRO;ALVEAR, MARCELO T. DE;1261.0;-34.5969037998172;-58.3850632176838;App BA 147;Masculino;Cerrado;22/03/2021;11:59:09
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;22/03/2021;15:03:15;1;MONSERRAT;PERU;544.0;-34.6143597982973;-58.3745648212754;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;22/03/2021;13:37:02;1;SAN NICOLAS;25 DE MAYO;611.0;-34.6005453036;-58.3712579108324;GCS Web;Femenino;Cerrado;07/04/2021;10:50:34
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;22/03/2021;10:57:19;2;RECOLETA;PACHECO DE MELO, JOSE ANDRES;3056.0;-34.584225449916;-58.4057720764136;App BA 147;Femenino;Cerrado;22/03/2021;14:23:57
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;22/03/2021;11:40:27;14;PALERMO;SCALABRINI ORTIZ, RAUL;3136.0;-34.5805042606283;-58.410274868673;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;22/03/2021;13:14:08;2;RECOLETA;TAGLE;2613.0;-34.5835574154399;-58.3998136312981;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;22/03/2021;13:24:19;2;RECOLETA;CABRERA, JOSE A.;2938.0;-34.5970284469158;-58.4080957391408;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;22/03/2021;01:16:42;1;MONSERRAT;PERU;544.0;-34.6143597982973;-58.3745648212754;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;22/03/2021;11:05:32;10;VILLA LURO;DUPUY;100.0;-34.6379798057178;-58.5089747012516;GCS Web;Masculino;Cerrado;22/03/2021;14:33:40
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;22/03/2021;09:00:42;11;VILLA GRAL. MITRE;ALVAREZ, DONATO, TTE. GRAL. AV.;2075.0;-34.6034516678172;-58.4645604347636;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;22/03/2021;11:01:53;15;CHACARITA;DUMONT, SANTOS;3453.0;-34.5827341339006;-58.4474496445457;GCS Web;Masculino;Cerrado;20/04/2021;15:18:29
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;22/03/2021;15:00:29;11;VILLA DEVOTO;MOSCONI GENERAL AV.;3620.0;-34.5922450895081;-58.5118106813754;GCS Web;Masculino;Cerrado;23/03/2021;10:26:12
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;22/03/2021;10:27:10;5;ALMAGRO;YRIGOYEN, HIPOLITO AV.;3737.0;-34.6143319441347;-58.4192321969146;GCS Web;Femenino;Cerrado;05/04/2021;12:16:12
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;22/03/2021;11:31:03;6;CABALLITO;FRANKLIN;626.0;-34.6077838097555;-58.4406328137255;GCS Web;Masculino;Cerrado;05/04/2021;11:45:59
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;22/03/2021;21:08:36;1;CONSTITUCION;ESTADOS UNIDOS;1658.0;-34.6189682754843;-58.3896637351113;App BA 147;Masculino;Cerrado;24/03/2021;00:27:15
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;22/03/2021;22:42:55;15;VILLA CRESPO;PRINGLES;1249.0;-34.5973230311942;-58.4263033429703;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;12:52:20;1;MONSERRAT;SAENZ PEÑA, LUIS, PRES.;596.0;-34.6153675415177;-58.387457520619;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;15:16:27;3;BALVANERA;RIOBAMBA;477.0;-34.603556477475;-58.393908464167;App BA 147;Masculino;Cerrado;12/04/2021;11:58:25
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;23:52:14;4;BOCA;CABOTO;450.0;-34.6279599164768;-58.3601715919943;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;12:18:28;4;BARRACAS;ANCHORIS;7.0;-34.6341393597102;-58.3894871334873;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;09:53:56;1;SAN TELMO;PIEDRAS;1056.0;-34.6203497464494;-58.3772146652307;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;07:59:34;5;ALMAGRO;LAMBARE;866.0;-34.604831045673;-58.4305688472905;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;18:29:13;13;BELGRANO;CIUDAD DE LA PAZ;2246.0;-34.5611849483542;-58.4589582803074;GCS Web;Femenino;Cerrado;23/04/2021;11:03:01
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;16:35:17;5;ALMAGRO;DIAZ VELEZ AV.;4353.0;-34.6086351801267;-58.4284294923355;GCS Web;Femenino;Cerrado;06/04/2021;10:32:07
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;08:38:10;15;CHACARITA;PALPA;3773.0;-34.5822119817769;-58.4552149672047;GCS Web;Femenino;Cerrado;23/03/2021;10:54:29
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;15:56:41;14;PALERMO;GUATEMALA;5003.0;-34.5839378498617;-58.4273776712794;GCS Web;Femenino;Cerrado;08/04/2021;14:51:32
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;16:24:36;1;PUERTO MADERO;MANSO JUANA;900.0;-34.6082463039835;-58.3629080876906;GCS Web;Masculino;Cerrado;25/03/2021;09:09:52
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;23:51:20;2;RECOLETA;DEL LIBERTADOR AV.;900.0;-34.5872097571743;-58.3850379613858;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;00:31:48;15;VILLA CRESPO;SERRANO;695.0;-34.5949437218883;-58.440105481828;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;20:29:27;12;VILLA URQUIZA;LAVOISIER;3048.0;-34.5732983229538;-58.4981369747819;App BA 147;Femenino;Cerrado;30/03/2021;11:04:03
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;22:55:16;10;VILLA LURO;BASUALDO;103.0;-34.6394409705212;-58.5056141812033;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;16:40:58;2;RECOLETA;AGUERO;1468.0;-34.5926323462932;-58.4080703260294;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;11:45:19;2;RECOLETA;AGUERO;1450.0;-34.592805423257;-58.4082187747757;GCS Web;Femenino;Cerrado;29/03/2021;15:24:28
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;21:12:04;5;ALMAGRO;YRIGOYEN, HIPOLITO AV.;3396.0;-34.6130886845912;-58.4146303133133;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;17:42:25;14;PALERMO;ARCE;555.0;-34.5696711446145;-58.4329387458958;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;10:50:22;15;CHACARITA;PALPA;3773.0;-34.5822119817769;-58.4552149672047;Operador GCBA;Femenino;Cerrado;21/04/2021;15:59:56
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;23/03/2021;17:37:23;8;VILLA RIACHUELO;DE LA TORRE, LISANDRO;5497.0;-34.6911556275047;-58.4642657452363;App BA 147;Masculino;Cerrado;13/04/2021;09:40:34
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;00:16:12;11;VILLA SANTA RITA;CAMPANA;1737.0;-34.6146192561551;-58.4859995914664;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;00:00:53;15;VILLA CRESPO;FIGUEROA, D. APOLINARIO, CORONEL;198.0;-34.6034566213556;-58.4442025502048;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;14:21:28;14;PALERMO;COSTA RICA;5709.0;-34.581707369423;-58.4358155655479;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;10:59:19;11;VILLA DEL PARQUE;ESTADO PLURINACIONAL DE BOLIVIA;2992.0;-34.5999361990857;-58.4863256032679;GCS Web;Masculino;Cerrado;25/03/2021;12:48:46
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;09:36:04;15;CHACARITA;CHARLONE;728.0;-34.5820041351145;-58.4539129585682;GCS Web;Masculino;Cerrado;25/03/2021;10:34:27
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;11:05:48;6;CABALLITO;ESPINOSA;460.0;-34.6173414518032;-58.4484020612793;App BA 147;Femenino;Cerrado;25/03/2021;10:56:11
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;10:57:40;4;PARQUE PATRICIOS;GARRO;3006.0;-34.6327255083785;-58.4063685607543;GCS Web;Masculino;Cerrado;26/03/2021;09:40:30
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;00:27:45;14;PALERMO;GORRITI;6012.0;-34.5816875677472;-58.4415983799579;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;10:34:11;6;CABALLITO;AMBROSETTI, JUAN B.;473.0;-34.6129441820734;-58.4375375501837;App BA 147;Masculino;Cerrado;25/03/2021;10:47:57
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;14:50:54;14;PALERMO;AREVALO;2396.0;-34.5756788665983;-58.4345879313902;GCS Web;Femenino;Cerrado;20/04/2021;15:39:29
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;12:22:40;10;MONTE CASTRO;LOPE DE VEGA AV.;2159.0;-34.6204337011232;-58.5165577373476;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;10:40:03;13;BELGRANO;DEL LIBERTADOR AV.;;-34.5595390337084;-58.4452373673281;App BA 147;Masculino;Cerrado;25/03/2021;20:29:25
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;20:25:01;10;VILLA LURO;GUARDIA NACIONAL;18.0;-34.6385708126965;-58.5043638000126;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;16:26:17;12;VILLA PUEYRREDON;COCHRANE;2405.0;-34.5763793653407;-58.5023911607046;GCS Web;Masculino;Cerrado;15/04/2021;15:54:11
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;22:34:11;8;VILLA SOLDATI;VARELA AV.;3347.0;-34.6604732641942;-58.4334300800077;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;13:29:47;13;BELGRANO;MONROE;2901.0;-34.5610483458382;-58.464683283797;GCS Web;Femenino;Cerrado;05/04/2021;12:40:22
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;17:43:18;14;PALERMO;SANTA FE AV.;5353.0;-34.5750902327687;-58.4346576135624;App BA 147;Femenino;Cerrado;20/04/2021;15:39:04
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;16:58:48;15;VILLA CRESPO;AGUIRRE;1137.0;-34.5917839191046;-58.4410796766249;App BA 147;Femenino;Cerrado;25/03/2021;10:13:08
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;21:38:24;1;MONSERRAT;MEXICO;814.0;-34.6151378151354;-58.3778442478216;GCS Web;Femenino;Cerrado;25/03/2021;10:15:34
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;07:43:10;14;PALERMO;SOLDADO DE LA INDEPENDENCIA;1231.0;-34.5642775339149;-58.4398775711131;App BA 147;Femenino;Cerrado;25/03/2021;10:26:04
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;24/03/2021;07:44:11;13;BELGRANO;MIÑONES;2000.0;-34.5564424999978;-58.444684899597;App BA 147;Femenino;Cerrado;25/03/2021;08:57:05
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;25/03/2021;10:11:54;4;BOCA;ALVAR NUÑEZ;326.0;-34.644592596342;-58.3640024190984;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;25/03/2021;00:09:44;1;SAN TELMO;CHILE;416.0;-34.6160542858466;-58.3719732323083;App BA 147;Masculino;Abierto;;
